feature,pinball_degradation
hy_ccc_spread,5.1812036e-05
t10y3m_spread,1.2760982e-05
fed_funds,1.0361429e-05
durable_orders,4.446134e-06
capacity_utilization,4.3930486e-06
retail_sales,4.153233e-06
epu_index,2.9203948e-06
industrial_production,2.265675e-06
pce_price_index,1.6312115e-06
consumer_confidence,-2.1022279e-06
t10y2y_spread,-2.965331e-06
nonfarm_payrolls,-3.003981e-06
returns,-3.0682422e-06
corp_bond_spread,-6.459886e-06
unemployment_rate,-7.944182e-06
building_permits,-1.6944017e-05
housing_starts,-2.8135488e-05
