feature,pinball_degradation
consumer_confidence,0.0032194648
epu_index,0.0009518806
unemployment_rate,0.00064782053
fed_funds,0.0004547797
housing_starts,0.00022219494
t10y3m_spread,-1.1954457e-05
t10y2y_spread,-4.2382628e-05
returns,-4.493445e-05
corp_bond_spread,-0.0005531311
building_permits,-0.0006282721
retail_sales,-0.0009116009
pce_price_index,-0.00094020367
nonfarm_payrolls,-0.0017151199
industrial_production,-0.0018389765
durable_orders,-0.0020225141
hy_ccc_spread,-0.0024381988
capacity_utilization,-0.0025114492
