feature,pinball_degradation
nonfarm_payrolls,4.4163316e-06
t10y2y_spread,3.9367005e-06
consumer_confidence,3.1753443e-06
fed_funds,1.8090941e-06
returns,-1.6856939e-06
housing_starts,-3.5008416e-06
pce_price_index,-8.595176e-06
capacity_utilization,-1.3848301e-05
retail_sales,-1.4741905e-05
durable_orders,-1.5335623e-05
unemployment_rate,-2.3333356e-05
building_permits,-3.4157187e-05
industrial_production,-3.848551e-05
t10y3m_spread,-4.3812674e-05
corp_bond_spread,-5.516084e-05
hy_ccc_spread,-6.5976754e-05
epu_index,-7.78418e-05
