feature,pinball_degradation
housing_starts,1.989631e-05
capacity_utilization,1.2804754e-05
consumer_confidence,1.22501515e-05
industrial_production,1.2197997e-05
t10y2y_spread,9.628013e-06
fed_funds,6.7232177e-06
retail_sales,4.4316985e-06
returns,1.0477379e-07
pce_price_index,6.752089e-08
epu_index,-8.4610656e-07
nonfarm_payrolls,-1.9418076e-06
unemployment_rate,-2.0214356e-06
building_permits,-2.4107285e-06
corp_bond_spread,-3.4063123e-06
hy_ccc_spread,-4.661735e-06
durable_orders,-4.805159e-06
t10y3m_spread,-2.1555927e-05
