feature,pinball_degradation
fed_funds,0.00022607669
corp_bond_spread,0.00018033944
hy_ccc_spread,0.000107910484
retail_sales,0.000101264566
unemployment_rate,8.580461e-05
pce_price_index,4.596077e-05
housing_starts,3.2143667e-05
building_permits,2.9247254e-05
returns,1.9820407e-05
capacity_utilization,1.1783093e-05
t10y2y_spread,-4.538521e-05
durable_orders,-4.8477203e-05
consumer_confidence,-6.243028e-05
industrial_production,-7.336214e-05
epu_index,-7.693842e-05
nonfarm_payrolls,-7.9216436e-05
t10y3m_spread,-8.142367e-05
