feature,pinball_degradation
housing_starts,9.7074895e-05
capacity_utilization,7.792341e-05
nonfarm_payrolls,4.396413e-05
pce_price_index,4.008878e-06
building_permits,2.7776696e-06
durable_orders,-2.8811628e-06
returns,-3.6780257e-06
retail_sales,-9.452691e-06
consumer_confidence,-1.9846018e-05
unemployment_rate,-3.2895943e-05
hy_ccc_spread,-3.5251258e-05
t10y2y_spread,-4.3111155e-05
corp_bond_spread,-5.921547e-05
industrial_production,-6.9279806e-05
epu_index,-6.979122e-05
fed_funds,-7.985206e-05
t10y3m_spread,-0.00015524367
