feature,pinball_degradation
consumer_confidence,0.0003056135
hy_ccc_spread,8.233823e-05
t10y2y_spread,6.328523e-05
corp_bond_spread,4.6350062e-05
durable_orders,4.6197325e-05
epu_index,2.8975308e-05
building_permits,2.4743378e-05
returns,1.0136515e-05
industrial_production,7.044524e-06
pce_price_index,-5.4091215e-06
capacity_utilization,-1.0730699e-05
t10y3m_spread,-1.5771016e-05
unemployment_rate,-2.7542934e-05
fed_funds,-3.403239e-05
housing_starts,-3.6513433e-05
nonfarm_payrolls,-4.3930486e-05
retail_sales,-4.5767054e-05
