feature,pinball_degradation
nonfarm_payrolls,5.3994358e-05
pce_price_index,3.2061245e-05
building_permits,2.5497284e-05
unemployment_rate,1.5149359e-05
durable_orders,1.4810357e-05
corp_bond_spread,5.482696e-06
returns,1.0095537e-06
retail_sales,-7.715542e-06
epu_index,-1.9812025e-05
industrial_production,-2.8808136e-05
capacity_utilization,-2.8993469e-05
consumer_confidence,-4.289532e-05
t10y3m_spread,-5.3038355e-05
t10y2y_spread,-5.5363867e-05
hy_ccc_spread,-5.6723133e-05
fed_funds,-6.670738e-05
housing_starts,-8.142134e-05
