feature,pinball_degradation
epu_index,9.1729686e-05
industrial_production,3.8860366e-05
corp_bond_spread,1.3317913e-05
t10y2y_spread,1.0469928e-05
t10y3m_spread,7.1991235e-06
returns,6.137416e-07
retail_sales,-2.6915222e-06
fed_funds,-1.37500465e-05
hy_ccc_spread,-1.8045306e-05
capacity_utilization,-2.021715e-05
consumer_confidence,-2.5854446e-05
durable_orders,-3.104005e-05
pce_price_index,-3.9035454e-05
housing_starts,-7.092953e-05
unemployment_rate,-7.611327e-05
nonfarm_payrolls,-8.5912645e-05
building_permits,-0.00017196499
