feature,pinball_degradation
consumer_confidence,0.0005174868
pce_price_index,0.00015286985
hy_ccc_spread,9.221095e-05
durable_orders,-2.6938505e-07
fed_funds,-1.9185245e-06
epu_index,-8.420786e-06
nonfarm_payrolls,-2.0019943e-05
housing_starts,-3.5166508e-05
returns,-3.6225887e-05
retail_sales,-6.571668e-05
unemployment_rate,-6.898469e-05
building_permits,-0.000101663405
capacity_utilization,-0.00016730442
corp_bond_spread,-0.00020357152
t10y3m_spread,-0.00021003815
t10y2y_spread,-0.00021904497
industrial_production,-0.00048742094
