feature,pinball_degradation
consumer_confidence,0.00010627834
capacity_utilization,4.178239e-05
housing_starts,3.8069207e-05
retail_sales,3.325194e-05
building_permits,3.1763222e-05
nonfarm_payrolls,2.9563904e-05
t10y2y_spread,2.5870278e-05
t10y3m_spread,2.1647662e-05
unemployment_rate,2.0682812e-05
pce_price_index,8.638948e-06
durable_orders,5.3592958e-06
epu_index,5.347654e-06
corp_bond_spread,2.188608e-06
fed_funds,-3.2735988e-07
returns,-4.8591755e-06
hy_ccc_spread,-3.0139927e-05
industrial_production,-4.4746324e-05
