feature,pinball_degradation
housing_starts,0.00011448935
durable_orders,8.162111e-05
capacity_utilization,5.2407384e-05
consumer_confidence,4.4161454e-05
unemployment_rate,3.3911318e-05
retail_sales,1.3459474e-05
nonfarm_payrolls,1.2528151e-05
returns,-1.5478581e-06
pce_price_index,-1.2347475e-05
t10y2y_spread,-4.673563e-05
epu_index,-6.738119e-05
corp_bond_spread,-7.032789e-05
building_permits,-7.0896e-05
industrial_production,-0.00011183508
hy_ccc_spread,-0.00022654794
t10y3m_spread,-0.00038027205
fed_funds,-0.0003927108
