feature,pinball_degradation
capacity_utilization,0.00013311696
industrial_production,3.9836857e-05
durable_orders,3.418338e-05
epu_index,2.7353875e-05
nonfarm_payrolls,2.2697495e-06
corp_bond_spread,1.3333047e-06
hy_ccc_spread,-2.4714973e-06
t10y3m_spread,-9.35467e-06
pce_price_index,-9.8675955e-06
fed_funds,-1.3735378e-05
t10y2y_spread,-1.4674151e-05
retail_sales,-1.6911421e-05
housing_starts,-1.926138e-05
building_permits,-1.9837404e-05
unemployment_rate,-2.1280954e-05
returns,-2.341671e-05
consumer_confidence,-3.080559e-05
